hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	islet_proteomics	islet_proteomics_rank	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS/SST	INS/GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank
GDF1	growth differentiation factor 1	Yes		ENSG00000130283	P27539	TGF-beta family	12	ligand	ligand, secreted	O00238, P27037, P36894, P36896, P36897, P61160, P84022, Q04771, Q13639, Q13705, Q13873, Q8NER5	ACTR2, ACVR1, ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2A_CFC1, ACVR1B_ACVR2B, ACVR1B_ACVR2B_CFC1, ACVR1C, ACVR1C_ACVR2A, ACVR1C_ACVR2A_CFC1, ACVR1C_ACVR2B, ACVR1C_ACVR2B_CFC1, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, HTR4, SMAD3, TGFBR1	ACTR2 [SignaLink3:16446785;SignaLink3:23331499], BMPR1B [NA], ACVR2A [CellTalkDB:24798330], BMPR1A [connectomeDB2020:28955827], ACVR1B [CellTalkDB:32196115], TGFBR1 [NA], ACVR2B [CellTalkDB:32196115], BMPR2 [connectomeDB2020:28955827], ACVR1C [NA], SMAD3 [CellTalkDB:32196115], ACVR1 [connectomeDB2020:28955827], HTR4 [NA]	extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]	BMP signaling pathway [GO:0030509]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; SMAD protein signal transduction [GO:0060395]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF1&keywords=GDF1	0	899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF10	growth differentiation factor 10	Yes		ENSG00000266524	P55107	TGF-beta family	12	ligand	extracellular, ligand, secreted	O00238, P27037, P36894, P36896, P36897, Q13705, Q13873, Q8NER5	ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2B, ACVR1C, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, TGFBR1	BMPR1B [NA], ACVR2A [NA], BMPR1A [NA], ACVR1B [CellTalkDB:22155034], TGFBR1 [NA], ACVR2B [Cellinker:27252362], BMPR2 [Cellinker:27252362], ACVR1C [NA]	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]	cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; negative regulation of osteoblast differentiation [GO:0045668]; osteoblast differentiation [GO:0001649]; ovulation cycle [GO:0042698]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; regulation of ossification [GO:0030278]; skeletal system development [GO:0001501]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF10&keywords=GDF10	0.08863210561797753	683	NA	NA	0.016622822622732084	809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF11	growth differentiation factor 11	Yes		ENSG00000135414	O95390	TGF-beta family	16	ligand	extracellular, intracellular, ligand, secreted	O00238, P27037, P36894, P36896, P61160, Q13705, Q13873, Q8NER5, Q9H6X2	ACTR2, ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2B, ACVR1C, ACVR2A, ACVR2A_TGFBR1, ACVR2B, ACVR2B_TGFBR1, ANTXR1, BMPR1A, BMPR1B, BMPR2	ACTR2 [SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499], ACVR2B [Baccin2019:1241472616845370;CellTalkDB:12414726;HPRD:16845371;LRdb:12414726;LRdb:17;SIGNOR:12414726;SIGNOR:16845371;SignaLink3:16446785;SignaLink3:16845371;SignaLink3:23331499;connectomeDB2020:12414726;connectomeDB2020:16845371], ACVR1B [Baccin2019:12414726;CellTalkDB:12414726;LRdb:12414726;connectomeDB2020:12414726], BMPR2 [CellTalkDB:32196115], BMPR1A [CellTalkDB:32196115], BMPR1B [CellTalkDB:32196115], ACVR2A [Baccin2019:12414726;LRdb:12414726;connectomeDB2020:12414726], ACVR1C [Cellinker:16845371], ANTXR1 [NA]	extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]	camera-type eye morphogenesis [GO:0048593]; cell maturation [GO:0048469]; mesoderm development [GO:0007498]; metanephros development [GO:0001656]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron differentiation [GO:0045665]; nervous system development [GO:0007399]; pancreas development [GO:0031016]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; roof of mouth development [GO:0060021]; skeletal system development [GO:0001501]; SMAD protein signal transduction [GO:0060395]; spinal cord anterior/posterior patterning [GO:0021512]; ureteric bud development [GO:0001657]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF11&keywords=GDF11	5.135317424741009	290	NA	NA	0.8058228641123701	298	0.015748031496062992	0.05588822355289415	0.045353982300884985	0.08321342925659521	0.02188552188552188	0.08967851099830791	0.0734360834088847	0.06688417618270806	0.07029226785053647	0.04857123781546417	0.039134633957890394	149	146	166	0.055462372609613717	1.2265407538672812	0.8947313621636513	0.7505782634996422	83	171	213
GDF15	growth differentiation factor 15	Yes		ENSG00000130513	Q99988	TGF-beta family	9	ligand	extracellular, intracellular, ligand, secreted	P04626, P07949, P37173, Q6UXV0	ERBB2, GFRAL, RET, TGFBR2	GFRAL [CellTalkDB:28846098;Guide2Pharma:28846098;connectomeDB2020:28846097;connectomeDB2020:28846098;connectomeDB2020:28846099;connectomeDB2020:28953886;scConnect:28846098], ERBB2 [CA1:6328316], RET [CellTalkDB:28846099], TGFBR2 [NA]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]	BMP receptor binding [GO:0070700]; cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; protein homodimerization activity [GO:0042803]	BMP signaling pathway [GO:0030509]; cell-cell signaling [GO:0007267]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; negative regulation of growth hormone receptor signaling pathway [GO:0060400]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of protein kinase B signaling [GO:0051897]; reduction of food intake in response to dietary excess [GO:0002023]; signal transduction [GO:0007165]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15&keywords=GDF15	47.31181048314607	92	NA	NA	3.9282074324721488	93	0.015748031496062992	0.6362275449101807	0.012168141592920354	0.15707434052757796	4.0387205387205425	0.31979695431472105	0.10607434270172242	0.15497553017944538	0.23529411764705796	0.07748030444652255	0.15588178481745874	72	120	81	0.5372219664867466	0.448253419397408	0.15986255999217325	0.30313436772731656	358	440	394
GDF2	growth differentiation factor 2	Yes		ENSG00000263761	Q9UK05	TGF-beta family	16	ligand	ligand, secreted	O00238, P17813, P27037, P36894, P37023, Q04771, Q13705, Q13873	ACVR1, ACVR2A, ACVR2A_ACVRL1, ACVR2B, ACVR2B_ACVRL1, ACVRL1, ACVRL1_BMPR2, BMPR1A, BMPR1B, BMPR2, ENG	BMPR1B [NA], ACVR2A [CellTalkDB:22622516;LRdb:19996292;Ramilowski2015:19996292;connectomeDB2020:19996292;talklr:19996292], BMPR1A [NA], ACVRL1 [Baccin2019:17068149;BioGRID:25237187;CellTalkDB:17068149;LRdb:17068149;SIGNOR:17068149;connectomeDB2020:17068149], ACVR1 [CellTalkDB:19996292;Cellinker:27252362;LRdb:19996292;Ramilowski2015:19996292;connectomeDB2020:19996292;talklr:19996292], ACVR2B [Cellinker:26047946;Cellinker:27252362;LRdb:15851468;Ramilowski2015:15851468;connectomeDB2020:15851468;talklr:15851468], BMPR2 [CellTalkDB:28646109;LRdb:15851468;Ramilowski2015:15851468;connectomeDB2020:15851468;talklr:15851468], ENG [CellTalkDB:28564608;Cellinker:31540324;IntAct:28564608;LRdb:7068149;Ramilowski2015:7068149;connectomeDB2020:7068149;talklr:7068149]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]	activin receptor signaling pathway [GO:0032924]; angiogenesis [GO:0001525]; blood vessel morphogenesis [GO:0048514]; BMP signaling pathway [GO:0030509]; branching involved in blood vessel morphogenesis [GO:0001569]; cartilage development [GO:0051216]; cellular iron ion homeostasis [GO:0006879]; cellular response to BMP stimulus [GO:0071773]; negative regulation of angiogenesis [GO:0016525]; negative regulation of blood vessel endothelial cell migration [GO:0043537]; negative regulation of cell growth [GO:0030308]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of DNA replication [GO:0008156]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of endothelial cell proliferation [GO:0001937]; ossification [GO:0001503]; osteoblast differentiation [GO:0001649]; pathway-restricted SMAD protein phosphorylation [GO:0060389]; positive regulation of angiogenesis [GO:0045766]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of cartilage development [GO:0061036]; positive regulation of endothelial cell differentiation [GO:0045603]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; SMAD protein signal transduction [GO:0060395]; vasculogenesis [GO:0001570]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2&keywords=GDF2	0	899	NA	NA	0.059733488422117884	695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF3	growth differentiation factor 3	Yes		ENSG00000184344	Q9NR23	TGF-beta family	10	ligand	extracellular, intracellular, ligand, secreted	O00238, P13385, P27037, P36894, P36896, P36897, Q13705, Q13873, Q8NER5	ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2A_CFC1, ACVR1B_ACVR2B, ACVR1B_ACVR2B_CFC1, ACVR1C, ACVR1C_ACVR2A, ACVR1C_ACVR2A_CFC1, ACVR1C_ACVR2B, ACVR1C_ACVR2B_CFC1, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, TDGF1, TGFBR1	BMPR1B [NA], ACVR2A [NA], BMPR1A [NA], ACVR1B [NA], TGFBR1 [NA], ACVR2B [NA], BMPR2 [NA], ACVR1C [NA], TDGF1 [connectomeDB2020:28126904]	cytoplasm [GO:0005737]; extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; protein kinase binding [GO:0019901]	BMP signaling pathway [GO:0030509]; endoderm development [GO:0007492]; eye development [GO:0001654]; formation of anatomical boundary [GO:0048859]; in utero embryonic development [GO:0001701]; mesoderm development [GO:0007498]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of epidermal cell differentiation [GO:0045605]; negative regulation of myoblast differentiation [GO:0045662]; notochord development [GO:0030903]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; primitive streak formation [GO:0090009]; regulation of cell fate commitment [GO:0010453]; response to dietary excess [GO:0002021]; skeletal system development [GO:0001501]; SMAD protein signal transduction [GO:0060395]; somite rostral/caudal axis specification [GO:0032525]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF3&keywords=GDF3	0.019221315730337078	798	NA	NA	0.16276608368210443	566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF5	growth differentiation factor 5	Yes	manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000125965	P43026	TGF-beta family	17	cell_surface_ligand, ligand	cell_surface_ligand, extracellular, ligand, plasma_membrane, secreted, transmembrane	O00238, P27037, P36894, Q01974, Q04771, Q13705, Q13873, Q9UHF7	ACVR1, ACVR2A, ACVR2A_BMPR1A, ACVR2A_BMPR1B, ACVR2B, ACVR2B_BMPR1A, ACVR2B_BMPR1B, BMPR1A, BMPR1A_BMPR2, BMPR1B, BMPR1B_BMPR2, BMPR2, ROR2, TRPS1	BMPR2 [Baccin2019:87029149525338;CellTalkDB:8702914;HPRD:9525338;InnateDB:18342887;LRdb:8702914;LRdb:953;Lit-BM-17:19229295;Lit-BM-17:9525338;SignaLink3:16446785;SignaLink3:18342887;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:9525338;connectomeDB2020:8702914;connectomeDB2020:9525338], ACVR2B [Baccin2019:8702914;CellTalkDB:8702914;HPRD:8702914;LRdb:8702914;SignaLink3:16446785;SignaLink3:23331499;SignaLink3:8702914;connectomeDB2020:8702914], BMPR1B [Baccin2019:11282024;Baccin2019:15569154;Baccin2019:8702914;CellTalkDB:11282024;HPMR:15569154;HPRD:11282024;IntAct:16127465;IntAct:19229295;LRdb:11282024;LRdb:15569154;LRdb:8702914;Lit-BM-17:19229295;Lit-BM-17:9525338;SIGNOR:15890363;connectomeDB2020:11282024;connectomeDB2020:15569154;connectomeDB2020:8702914], TRPS1 [SIGNOR:18363966], ROR2 [Baccin2019:15569154;Cellinker:15569154;HPMR:15569154;LRdb:15569154;connectomeDB2020:15569154], ACVR2A [Baccin2019:8702914;CellTalkDB:8702914;HPRD:8702914;LRdb:8702914;connectomeDB2020:8702914], ACVR1 [Baccin2019:8702914;CellTalkDB:8702914;HPRD:8702914;LRdb:8702914;connectomeDB2020:8702914], BMPR1A [Baccin2019:11282024;Baccin2019:9525338;CellTalkDB:11282024;HPRD:11282024;HPRD:9525338;IntAct:16127465;IntAct:19229295;IntAct:21543859;LRdb:11282024;LRdb:95;Lit-BM-17:19229295;Lit-BM-17:9525338;connectomeDB2020:9525338]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]	BMP binding [GO:0036122]; cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; identical protein binding [GO:0042802]	BMP signaling pathway [GO:0030509]; cell-cell signaling [GO:0007267]; chondroblast differentiation [GO:0060591]; embryonic limb morphogenesis [GO:0030326]; forelimb morphogenesis [GO:0035136]; hindlimb morphogenesis [GO:0035137]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of mesenchymal cell apoptotic process [GO:2001054]; negative regulation of neuron apoptotic process [GO:0043524]; ossification involved in bone remodeling [GO:0043932]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of chondrocyte differentiation [GO:0032332]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; regulation of multicellular organism growth [GO:0040014]; regulation of SMAD protein signal transduction [GO:0060390]; response to mechanical stimulus [GO:0009612]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF5&keywords=GDF5	0.013854751685393258	813	NA	NA	0.04642891011388938	715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF6	growth differentiation factor 6	Yes		ENSG00000156466	Q6KF10	TGF-beta family	17	ligand	extracellular, intracellular, ligand, secreted	O00238, P36894, Q13873	ACVR2A_BMPR1A, ACVR2A_BMPR1B, ACVR2B_BMPR1A, ACVR2B_BMPR1B, BMPR1A, BMPR1A_BMPR1B_BMPR2, BMPR1A_BMPR2, BMPR1B, BMPR1B_BMPR2, BMPR2	BMPR2 [Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;SignaLink3:16446785;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9525338;connectomeDB2020:16049014;connectomeDB2020:9525338], BMPR1A [Baccin2019:160490149525338;CellTalkDB:16049014;HPRD:9525338;LRdb:16049014;LRdb:95;SIGNOR:16049014;connectomeDB2020:16049014;connectomeDB2020:9525338], BMPR1B [Baccin2019:9525338;CellTalkDB:9525338;HPRD:9525338;LRdb:9525338;connectomeDB2020:9525338]	extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; identical protein binding [GO:0042802]	activin receptor signaling pathway [GO:0032924]; apoptotic process [GO:0006915]; BMP signaling pathway [GO:0030509]; cell migration involved in metanephros development [GO:0035788]; fat cell differentiation [GO:0045444]; metanephros development [GO:0001656]; pathway-restricted SMAD protein phosphorylation [GO:0060389]; positive regulation of chondrocyte differentiation [GO:0032332]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of transcription, DNA-templated [GO:0045893]; retinal cell apoptotic process [GO:1990009]; SMAD protein signal transduction [GO:0060395]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF6&keywords=GDF6	0.3117108606741573	572	NA	NA	0.443616153212553	404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF7	growth differentiation factor 7	Yes		ENSG00000143869	Q7Z4P5	TGF-beta family	17	ligand	ligand, secreted	O00238, P27037, P36894, P36896, P36897, Q13705, Q13873, Q8NER5	ACVR1B, ACVR1C, ACVR2A, ACVR2A_BMPR1A, ACVR2A_BMPR1B, ACVR2B, ACVR2B_BMPR1A, ACVR2B_BMPR1B, BMPR1A, BMPR1A_BMPR2, BMPR1B, BMPR1B_BMPR2, BMPR2, TGFBR1	BMPR1B [NA], ACVR2A [Baccin2019:16049014;CellTalkDB:16049014;LRdb:16049014;connectomeDB2020:16049014], BMPR1A [Baccin2019:16049014;CellTalkDB:16049014;LRdb:16049014;connectomeDB2020:16049014], ACVR1B [NA], TGFBR1 [NA], ACVR2B [NA], BMPR2 [Baccin2019:16049014;CellTalkDB:16049014;LRdb:16049014;connectomeDB2020:16049014], ACVR1C [NA]	extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; identical protein binding [GO:0042802]	activin receptor signaling pathway [GO:0032924]; axon guidance [GO:0007411]; BMP signaling pathway [GO:0030509]; branching morphogenesis of an epithelial tube [GO:0048754]; cell fate commitment [GO:0045165]; epithelial cell differentiation [GO:0030855]; forebrain morphogenesis [GO:0048853]; gland morphogenesis [GO:0022612]; midbrain development [GO:0030901]; morphogenesis of an epithelial fold [GO:0060571]; pathway-restricted SMAD protein phosphorylation [GO:0060389]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of tendon cell differentiation [GO:2001051]; positive regulation of transcription, DNA-templated [GO:0045893]; reproductive structure development [GO:0048608]; roof plate formation [GO:0021509]; SMAD protein signal transduction [GO:0060395]; spinal cord association neuron differentiation [GO:0021527]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF7&keywords=GDF7	0.08835251775280899	684	NA	NA	0.034922991351514124	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDF9	growth differentiation factor 9	Yes		ENSG00000164404	O60383	TGF-beta family	17	ligand	extracellular, ligand, secreted	O00238, P27037, P36894, P36896, P36897, Q13705, Q13873, Q8NER5, Q96SN7, Q9H0Q3	ACVR1B, ACVR1B_BMPR2, ACVR1C, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, BMPR2_TGFBR1, FXYD6, ORAI2, TGFBR1	BMPR1B [Baccin2019:12135884;CellTalkDB:12135884;Cellinker:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], ACVR2A [Baccin2019:12135884;CellTalkDB:12135884;Cellinker:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], BMPR1A [Baccin2019:10712517;Baccin2019:12135884;CellTalkDB:12135884;Cellinker:10712517;Cellinker:12135884;HPRD:10712517;HPRD:12135884;LRdb:11;LRdb:12135884;connectomeDB2020:12135884], ACVR1B [NA], TGFBR1 [Baccin2019:14684852;CellTalkDB:14514671;Cellinker:14684852;Cellinker:27252362;LRdb:14684852;connectomeDB2020:14684852], ACVR2B [NA], BMPR2 [Baccin2019:1213588412135880;CellTalkDB:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], ACVR1C [NA], FXYD6 [Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070], ORAI2 [Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070]	extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; type I activin receptor binding [GO:0070698]	BMP signaling pathway [GO:0030509]; female gamete generation [GO:0007292]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; regulation of progesterone secretion [GO:2000870]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF9&keywords=GDF9	0.5902631797752809	510	NA	NA	0.5776003332993597	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDNF	glial cell derived neurotrophic factor	Yes		ENSG00000168621	P39905	TGF-beta family, GDNF subfamily	16	adhesion, ligand	adhesion, cell_adhesion, extracellular, intracellular, ligand, plasma_membrane, secreted	O00451, O60609, P07949, P13591, P24530, P56159, Q8NCS7	EDNRB, GFRA1, GFRA1_RET, GFRA2, GFRA2_RET, GFRA3, NCAM1, RET, SLC44A5	RET [Baccin2019:14514671;Baccin2019:8674117;Baccin2019:9182803;Baccin2019:9482105;CellTalkDB:9182803;Cellinker:14514671;Cellinker:8674117;Cellinker:9182803;Cellinker:9482105;HPMR:11106404;HPMR:14514671;HPRD:8674117;LRdb:14514671;LRdb:8674117;LRdb:9182803;LRdb:9482105;ProtMapper:22751117;ProtMapper:23429478;ProtMapper:25684228;SIGNOR:9182803;SignaLink3:23331499;SignaLink3:8674117;connectomeDB2020:14514671;connectomeDB2020:8674117;connectomeDB2020:9182803;connectomeDB2020:9482105], NCAM1 [HPRD:12837245;SIGNOR:15212950], GFRA2 [Baccin2019:91828039407096;CellTalkDB:9182803;Cellinker:9182803;Cellinker:9407096;HPRD:9407096;LRdb:9182803;LRdb:941;SIGNOR:9192898;connectomeDB2020:9182803;connectomeDB2020:9407096], GFRA1 [Baccin2019:14514671;Baccin2019:8674117;Baccin2019:9482105;CellTalkDB:14514671;Cellinker:11544105;Cellinker:14514671;Cellinker:8674117;Cellinker:9482105;DIP:20473317;HPMR:11106404;HPMR:14514671;HPRD:8674117;HPRD:9482105;LRdb:14514671;LRdb:8674117;LRdb:9482105;SIGNOR:9182803;connectomeDB2020:14514671;connectomeDB2020:8674117;connectomeDB2020:9482105], GFRA3 [CellTalkDB:32196115], EDNRB [CellTalkDB:32196115], SLC44A5 [NA]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]	chemoattractant activity involved in axon guidance [GO:1902379]; glial cell-derived neurotrophic factor receptor binding [GO:0030116]; growth factor activity [GO:0008083]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; signaling receptor binding [GO:0005102]	adult locomotory behavior [GO:0008344]; branching involved in ureteric bud morphogenesis [GO:0001658]; commissural neuron axon guidance [GO:0071679]; dorsal spinal cord development [GO:0021516]; embryonic organ development [GO:0048568]; enteric nervous system development [GO:0048484]; mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003337]; metanephros development [GO:0001656]; mRNA stabilization [GO:0048255]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of neuron apoptotic process [GO:0043524]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron projection development [GO:0031175]; organ induction [GO:0001759]; peripheral nervous system development [GO:0007422]; peristalsis [GO:0030432]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dopamine secretion [GO:0033603]; positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0072108]; positive regulation of monooxygenase activity [GO:0032770]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ureteric bud formation [GO:0072107]; postganglionic parasympathetic fiber development [GO:0021784]; postsynaptic membrane organization [GO:0001941]; regulation of dopamine uptake involved in synaptic transmission [GO:0051584]; regulation of gene expression [GO:0010468]; regulation of morphogenesis of a branching structure [GO:0060688]; regulation of semaphorin-plexin signaling pathway [GO:2001260]; regulation of stem cell differentiation [GO:2000736]; signal transduction [GO:0007165]; sympathetic nervous system development [GO:0048485]; ureteric bud formation [GO:0060676]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDNF&keywords=GDNF	0.34595411261956127	559	NA	NA	0.28523344524297584	475	0.007874015748031496	0	0	0.00911270983213429	0	0	9.066183136899365e-4	0	0.0011098779134295228	8.34557350781146e-4	2.704268881591655e-4	300	378	394	0.0018280187314750507	0.9392847750456708	0.9160077944372672	0.8683133770179917	162	165	155
GFRA4	GDNF family receptor alpha 4	No		ENSG00000125861	Q9GZZ7	GDNFR family	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane	NA	NA	NA	anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	glial cell-derived neurotrophic factor receptor activity [GO:0016167]; signaling receptor activity [GO:0038023]	negative regulation of ossification [GO:0030279]; nervous system development [GO:0007399]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA4&keywords=GFRA4	0	899	NA	NA	0.12056612493776332	602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
