hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	gtex_mean	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS.SST	INS.GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_islet_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank	unsorted_immature_beta	unsorted_ins_gfp	unsorted_ins_gfp_gcg_sst	unsorted_pancreatic_proj	sorted_eBCs	sorted_immature_beta	sorted_ins_gfp_gcg_sst	sorted_ins_gfp_sst	sorted_pancreatic_proj
MIA	MIA SH3 domain containing	TBD		ENSG00000261857	Q16674	MIA/OTOR family	11	ligand	extracellular, ligand, secreted	P05556, P08648, P13612, Q9H159, Q9ULB5	CDH19, CDH7, ITGA4, ITGA5, ITGB1	CDH7 [CellTalkDB:19200257;Cellinker:19200257;LRdb:19200257;Ramilowski2015:19200257;connectomeDB2020:19200257;talklr:19200257], CDH19 [NA], ITGB1 [Cellinker:19200257], ITGA5 [Cellinker:19200257], ITGA4 [Cellinker:19200257]	extracellular space [GO:0005615]	growth factor activity [GO:0008083]	extracellular matrix organization [GO:0030198]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA&keywords=MIA	0.7251464654738572	492	5.583654857407407	0.12986951575721217	571	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	4.5372050816696913e-4	0	0	0.0030261348005502058	0	0	0	0	0
MICA	MHC class I polypeptide-related sequence A	Yes		ENSG00000233051, ENSG00000231225, ENSG00000235233, ENSG00000183214, ENSG00000204520	Q29983	MHC class I family, MIC subfamily	4	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane	P26718, Q9UBK5	HCST, HCST_KLRK1, KLRK1	KLRK1 [CellTalkDB:11491531;Cellinker:23679194;HPRD:10426993;HPRD:12902493;ICELLNET:11955595;IntAct:11323699;IntAct:21712812;LRdb:11491531;Lit-BM-17:11323699;Lit-BM-17:21712812;connectomeDB2020:10426993;connectomeDB2020:26041808], HCST [Cellinker:11513139]	cell surface [GO:0009986]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	natural killer cell lectin-like receptor binding [GO:0046703]	cellular response to DNA damage stimulus [GO:0006974]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; gamma-delta T cell activation [GO:0046629]; immune response to tumor cell [GO:0002418]; natural killer cell mediated cytotoxicity [GO:0042267]; negative regulation of natural killer cell activation [GO:0032815]; negative regulation of natural killer cell mediated cytotoxicity [GO:0045953]; response to heat [GO:0009408]; T cell mediated cytotoxicity [GO:0001913]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICA&keywords=MICA	7.926657358643006	261	26.41060648148148	0.30013159425883834	446	0.12598425196850394	0.12325349301397191	0.18805309734513298	0.2580335731414867	0.2508417508417507	0.00338409475465313	0.001813236627379873	0.004893964110929854	0.0022197558268590455	0.0020029376418747476	0.0017770909793316605	297	344	338	0.08747793147744314	0.025376152039171707	0.022897607639824926	0.02031585472736572	411	415	442	0.008166969147005442	0.0035971223021582736	0.0020833333333333333	0.0236588720770289	0.004489337822671156	0.005407841369986482	0.003963011889035667	0.009370816599732261	0.04453441295546557
MICB	MHC class I polypeptide-related sequence B	No		ENSG00000231179, ENSG00000238289, ENSG00000234218, ENSG00000224378, ENSG00000227772, ENSG00000231372, ENSG00000206449, ENSG00000204516	Q29980	MHC class I family, MIC subfamily	4	adhesion, cell_surface_ligand, ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane	P26718, Q9UBK5	HCST, HCST_KLRK1, KLRK1	KLRK1 [CellTalkDB:11491531;HPRD:12902493;ICELLNET:11955595;LRdb:11491531;connectomeDB2020:19329438;connectomeDB2020:26041808], HCST [Cellinker:11513139]	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	natural killer cell lectin-like receptor binding [GO:0046703]	adaptive immune response [GO:0002250]; cytolysis [GO:0019835]; gamma-delta T cell activation [GO:0046629]; immune response-activating cell surface receptor signaling pathway [GO:0002429]; negative regulation of defense response to virus by host [GO:0050689]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; response to retinoic acid [GO:0032526]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICB&keywords=MICB	0.36439440184949345	555	3.630685740740741	0.100365197605516	608	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0.0017985611510791368	0.0020833333333333333	5.502063273727648e-4	0	0	0	0	0
MIF	macrophage migration inhibitory factor	Yes		ENSG00000276701, ENSG00000240972	P14174	MIF family	8	ligand, receptor	extracellular, intracellular, ligand, receptor, secreted	P00441, P00533, P04233, P16070, P25025, P25106, P61073, Q92956, Q9UBN6	ACKR3, CD44, CD44_CD74, CD74, CD74_CXCR2, CD74_CXCR4, CXCR2, CXCR4, EGFR, SOD1, TNFRSF10D, TNFRSF14	CD74 [HPRD:12782713;ICELLNET:12782713;SIGNOR:12782713;connectomeDB2020:12782713;connectomeDB2020:26039541], CXCR2 [CellTalkDB:18852457;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771], SOD1 [SIGNOR:29371591], CXCR4 [CellTalkDB:19665027;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771], CD44 [CellTalkDB:30682543], EGFR [CellTalkDB:26280537;Cellinker:26280537], ACKR3 [CellChatDB:26175090;Cellinker:26175090;Cellinker:29637711], TNFRSF14 [NA], TNFRSF10D [NA]	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]; vesicle [GO:0031982]	chemoattractant activity [GO:0042056]; cytokine activity [GO:0005125]; cytokine receptor binding [GO:0005126]; dopachrome isomerase activity [GO:0004167]; identical protein binding [GO:0042802]; phenylpyruvate tautomerase activity [GO:0050178]; protease binding [GO:0002020]	carboxylic acid metabolic process [GO:0019752]; cell aging [GO:0007569]; cell surface receptor signaling pathway [GO:0007166]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell aging [GO:0090344]; negative regulation of cell migration [GO:0030336]; negative regulation of cellular protein metabolic process [GO:0032269]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of macrophage chemotaxis [GO:0010760]; negative regulation of mature B cell apoptotic process [GO:0002906]; negative regulation of myeloid cell apoptotic process [GO:0033033]; positive regulation of arachidonic acid secretion [GO:0090238]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of chemokine (C-X-C motif) ligand 2 production [GO:2000343]; positive regulation of cytokine production [GO:0001819]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of lipopolysaccharide-mediated signaling pathway [GO:0031666]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of myeloid leukocyte cytokine production involved in immune response [GO:0061081]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphorylation [GO:0042327]; positive regulation of prostaglandin secretion involved in immune response [GO:0061078]; positive regulation of protein kinase A signaling [GO:0010739]; positive regulation of tumor necrosis factor production [GO:0032760]; prostaglandin biosynthetic process [GO:0001516]; protein homotrimerization [GO:0070207]; regulation of macrophage activation [GO:0043030]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF&keywords=MIF	41.96523325957304	102	4.718456425925926	8.893847623474286	62	0.2598425196850392	0.874750499001986	0.2997787610619463	1.0371702637889892	1.6026936026936125	1.038917089678508	0.9818676337262147	0.877650897226757	0.7624861265260772	0.8551208439046295	0.7841607108363479	29	33	29	0.8522217225572825	0.8947039448462684	1.0034018388999328	0.9201369761728205	152	129	112	0.9083484573502563	1.3093525179856063	1.2395833333333348	0.9334250343879088	1.1032547699214368	0.8310049571879196	1.1334214002642042	1.0361445783132586	1.010796221322542
MLN	motilin	Yes		ENSG00000096395	P12872	Motilin family	12	ligand	extracellular, ligand, secreted	O43193	MLNR	MLNR [CellTalkDB:10381885;Cellinker:10381885;Cellinker:11259768;Cellinker:11461914;Cellinker:11781320;Cellinker:12054506;Cellinker:15677347;Cellinker:16531413;Guide2Pharma:11461914;Guide2Pharma:11781320;Guide2Pharma:15677347;Guide2Pharma:16531413;HPMR:10381885;HPRD:10381885;HPRD:11259768;HPRD:11461914;HPRD:12054506;LRdb:10381885;LRdb:11259768;LRdb:11461914;LRdb:11781320;LRdb:12054506;LRdb:15677347;LRdb:16531413;SIGNOR:10381885;connectomeDB2020:10381885;connectomeDB2020:11259768;connectomeDB2020:11461914;connectomeDB2020:11781320;connectomeDB2020:12054506;connectomeDB2020:15677347;connectomeDB2020:16531413;scConnect:11461914;scConnect:11781320;scConnect:15677347;scConnect:16531413]	extracellular region [GO:0005576]	hormone activity [GO:0005179]; motilin receptor binding [GO:0031788]	NA	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLN&keywords=MLN	0.0372011011235955	758	0.025563946296296297	1.4552156842629875	215	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0.02268602540834845	0.10791366906474827	0.13958333333333334	0.002200825309491059	0.023569023569023573	0.01036502929247409	0.05548216644649931	0.04149933065595716	0.016194331983805668
MMRN2	multimerin 2	No		ENSG00000173269	Q9H8L6	NA	1	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	Q86T13, Q9HCU0, Q9NPY3	CD248, CD93, CLEC14A	CD248 [connectomeDB2020:28671670], CD93 [connectomeDB2020:28671670], CLEC14A [connectomeDB2020:28671670]	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]	NA	cell migration involved in sprouting angiogenesis [GO:0002042]; negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903588]; negative regulation of cell migration [GO:0030336]; negative regulation of cell migration involved in sprouting angiogenesis [GO:0090051]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of epithelial tube formation [GO:1905278]; positive regulation of morphogenesis of an epithelium [GO:1905332]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMRN2&keywords=MMRN2	5.429547799778872	289	22.11589724074074	0.24550430019300393	479	0	9.98003992015968e-4	0.13606194690265502	0.016306954436450836	0	0	0.0027198549410698096	0	0	7.344104686874084e-4	0.0012748696156074954	303	382	353	0.01437236730513514	6.95774760707029e-6	0.05110538455877893	0.0887091679208038	512	367	344	9.074410163339383e-4	0	0.004166666666666667	0.0019257221458046769	0	0.0013519603424966202	0	0.0013386880856760374	0.004048582995951417
MSMB	microseminoprotein beta	TBD		ENSG00000263639	P08118	Beta-microseminoprotein family	1	ligand	extracellular, intracellular, ligand, secreted	Q9Y2T6	GPR55	GPR55 [scConnect:31675498]	extracellular space [GO:0005615]; nucleus [GO:0005634]	NA	NA	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSMB&keywords=MSMB	3.481098388764045	322	82.59256822592592	0.042147841619683886	696	0	0.001497005988023952	0	0.001199040767386091	0.008417508417508417	0.016920473773265648	0.08250226654578421	0.0016313213703099511	0.06733259341472436	0.010415275737748676	0.19254394436932531	153	243	73	0.03476903912582515	1.9365648706761416	0.29955805635729826	5.5377857838968225	51	245	3	0.004083484573502722	0.0035971223021582736	0.0020833333333333333	0.011554332874828061	0.001122334455667789	0	0.001321003963011889	0.0013386880856760374	0.010796221322537112
MSMP	microseminoprotein, prostate associated	TBD		ENSG00000215183	Q1L6U9	Beta-microseminoprotein family	2	ligand	intracellular, ligand, secreted	P41597	CCR2	CCR2 [connectomeDB2020:28698550]	cytoplasm [GO:0005737]; extracellular space [GO:0005615]	CCR2 chemokine receptor binding [GO:0031727]; cytokine activity [GO:0005125]	inflammatory response [GO:0006954]; lymphocyte chemotaxis [GO:0048247]; monocyte chemotaxis [GO:0002548]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSMP&keywords=MSMP	0.3060709878	575	NA	NA	NA	0	0.00598802395209581	0.00663716814159292	0.0035971223021582727	0.00505050505050505	0.013536379018612519	0.008159564823209429	0.008156606851549756	0.04661487236403999	0.008479102683936424	0.004481359860923319	172	252	296	0.010063700458965772	4.63194521335238	0.8425447939383932	0.4453049202630818	21	155	216	0.003629764065335752	0.00539568345323741	0.004166666666666667	0.0027510316368638235	0.008978675645342313	0.005407841369986482	0.007926023778071334	0.008032128514056224	0.0067476383265856945
MST1	macrophage stimulating 1	Yes	manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000173531	P26927	Peptidase S1 family, Plasminogen subfamily	15	ligand	extracellular, ligand, secreted	P06899, P33778, Q04912, Q13043, Q15208	H2BC11, H2BC3, MST1R, STK38, STK4	H2BC11 [SPIKE:18675384], MST1R [Baccin2019:8062829;Baccin2019:9045873;CellPhoneDB:23792360;CellTalkDB:8062829;Cellinker:8062829;Cellinker:9045873;DIP:9374547;HPMR:8062829;HPRD:9045873;IntAct:22087277;IntAct:25193665;LRdb:8062829;LRdb:905;Lit-BM-17:22087277;Lit-BM-17:25193665;Lit-BM-17:9374547;SIGNOR:8062829;SignaLink3:12764615;SignaLink3:23331499;connectomeDB2020:8062829;connectomeDB2020:9045873], H2BC3 [KEA:12757711;ProtMapper:21212262;SIGNOR:21212262;iPTMnet:12757711;iPTMnet:21212262], STK4 [KEA:11805089;KEA:12223493;ProtMapper:11805089;SIGNOR:11805089;iPTMnet:11805089], STK38 [ProtMapper:19062280;ProtMapper:28137909;iPTMnet:19062280;iPTMnet:19836237;iPTMnet:21730291]	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	receptor tyrosine kinase binding [GO:0030971]; signaling receptor binding [GO:0005102]	histone H2A-S139 phosphorylation [GO:0035978]; negative regulation of gluconeogenesis [GO:0045721]; proteolysis [GO:0006508]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1&keywords=MST1	2.5180176460931483	359	21.74808611111111	0.11578111846948129	582	0	0.003992015968063873	0	0.0026378896882493998	0.006734006734006734	0.01015228426395939	0.007252946509519492	0.0032626427406199023	0.0033296337402885685	0.005441313927093058	0.005678964651342482	294	285	283	0.004407427111194809	0.7554652884224532	1.2345729906623262	1.2884922787923543	187	102	70	0.04401088929219605	0.10071942446043172	0.10416666666666674	0.030536451169188468	0.05948372615039287	0.03379900856241551	0.07661822985468957	0.061579651941097775	0.025641025641025637
MST1L	macrophage stimulating 1 like (pseudogene)	TBD	manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000186715	Q2TV78	Peptidase S1 family, Plasminogen subfamily	1	ligand	ligand, secreted	NA	NA	NA	extracellular space [GO:0005615]	peptidase activity [GO:0008233]; receptor tyrosine kinase binding [GO:0030971]; signaling receptor binding [GO:0005102]	regulation of receptor signaling pathway via JAK-STAT [GO:0046425]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1L&keywords=MST1L	4.250656508229352	311	2.873323588888889	1.4793518129080254	212	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0	0	0	0	0	0	0	0
MSTN	myostatin	Yes		ENSG00000138379	O14793	TGF-beta family	15	ligand	extracellular, intracellular, ligand, secreted	Q13705	ACVR1B_ACVR2A, ACVR1B_ACVR2B, ACVR2A_TGFBR1, ACVR2B, ACVR2B_TGFBR1	ACVR2B [Baccin2019:11459935;CellTalkDB:11459935;HPRD:11459935;LRdb:11459935;Lit-BM-17:11459935;Lit-BM-17:23829672;SIGNOR:11459935;connectomeDB2020:11459935]	cytoplasm [GO:0005737]; extracellular space [GO:0005615]	cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]	cellular response to dexamethasone stimulus [GO:0071549]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; myoblast migration involved in skeletal muscle regeneration [GO:0014839]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of kinase activity [GO:0033673]; negative regulation of muscle hypertrophy [GO:0014741]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of myoblast proliferation [GO:2000818]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of satellite cell differentiation [GO:1902725]; negative regulation of skeletal muscle satellite cell proliferation [GO:1902723]; negative regulation of skeletal muscle tissue growth [GO:0048632]; ovulation cycle process [GO:0022602]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of transcription, DNA-templated [GO:0045893]; response to electrical stimulus [GO:0051602]; response to estrogen [GO:0043627]; response to ethanol [GO:0045471]; response to gravity [GO:0009629]; response to heat [GO:0009408]; response to muscle activity [GO:0014850]; response to testosterone [GO:0033574]; skeletal muscle atrophy [GO:0014732]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTN&keywords=MSTN	0.06401279775280899	708	0.7910839648148148	0.08091794614494453	633	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	9.074410163339383e-4	0.0017985611510791368	0	0.001375515818431912	0.001122334455667789	4.506534474988734e-4	0	0.0013386880856760374	0.001349527665317139
MT-RNR2	mitochondrially encoded 16S rRNA	No	humanin protein; manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000210082	Q8IVG9	Humanin family	3	ligand	intracellular, ligand, secreted	P08913, P25089, P25090, P48039, Q14831	ADRA2A, CNTFR_IL27RA_IL6ST, FPR2, FPR3, GRM7, MTNR1A	FPR2 [Guide2Pharma:15465011;scConnect:15465011], FPR3 [Guide2Pharma:15465011;scConnect:15465011], ADRA2A [NA], GRM7 [NA], MTNR1A [NA]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]	G protein-coupled receptor binding [GO:0001664]; identical protein binding [GO:0042802]; protein self-association [GO:0043621]; receptor antagonist activity [GO:0048019]; signaling receptor binding [GO:0005102]	apoptotic process [GO:0006915]; cellular iron ion homeostasis [GO:0006879]; cellular response to amyloid-beta [GO:1904646]; leukocyte chemotaxis [GO:0030595]; mitochondrion organization [GO:0007005]; negative regulation of amyloid fibril formation [GO:1905907]; negative regulation of apoptotic process [GO:0043066]; negative regulation of execution phase of apoptosis [GO:1900118]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-18 production [GO:0032701]; negative regulation of interleukin-1 production [GO:0032692]; negative regulation of neuroinflammatory response [GO:0150079]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron death [GO:1901215]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of response to oxidative stress [GO:1902883]; supramolecular fiber organization [GO:0097435]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR2&keywords=MT-RNR2	0	899	27255.835555555557	3.668939071627547e-12	924	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0	0	0	0	0	0	0	0
MUC1	mucin 1, cell surface associated	No	manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000185499	P15941	NA	1	adhesion, ecm, ligand, receptor	adhesion, cell_adhesion, cell_surface, ecm, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P00519, P12931, P17931, P45983, P62993, Q9Y336	ABL1, GRB2, LGALS3, MAPK8, SIGLEC9, SRC	ABL1 [DOMINO:16888623;HPRD:16888623;IntAct:16888623;ProtMapper:19556858], MAPK8 [SignaLink3:24055030], SRC [BioGRID:21798038;HPRD:11152665;HPRD:11483589;IntAct:11152665;IntAct:11483589;IntAct:21798038], SIGLEC9 [connectomeDB2020:27595232], LGALS3 [InnateDB:17090543;InnateDB:19556244], GRB2 [HPRD:7664271;Lit-BM-17:20936779;Lit-BM-17:7664271]	apical plasma membrane [GO:0016324]; chromatin [GO:0000785]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	p53 binding [GO:0002039]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of transcription by competitive promoter binding [GO:0010944]; positive regulation of histone H4 acetylation [GO:0090240]; positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1&keywords=MUC1	52.43565746809569	82	27.6952685	1.8933074210407075	179	0	0.2949101796407204	0.00331858407079646	0.0052757793764987996	1.139730639730644	0.02538071065989847	0.022665457842248413	0.0407830342577488	0.04402515723270441	0.005341167044999322	0.023952095808383266	175	286	198	0.1459438914240584	0.30165858013834607	0.03659806061819707	0.16411909510400594	285	382	290	0.017695099818511802	0.03776978417266187	0.049999999999999996	0.01513067400275104	0.014590347923681258	0.014871563767462825	0.03434610303830912	0.02677376171352074	0.018893387314439944
MXRA5	matrix remodeling associated 5	No		ENSG00000101825	Q9NR99	NA	1	ecm, ligand	ecm, ligand, secreted	O60939, O75121, O95866, P20916, P30530, P41217, Q07108, Q15109, Q86SU0, Q9BZZ2, Q9NYZ4, Q9UKJ0, Q9UKJ1, Q9Y286	AGER, AXL, CD200, CD69, ILDR1, MAG, MFAP3L, MPIG6B, PILRA, PILRB, SCN2B, SIGLEC1, SIGLEC7, SIGLEC8	ILDR1 [Cellinker:32822567], CD200 [Cellinker:32822567], SCN2B [Cellinker:32822567], MAG [Cellinker:32822567], PILRB [Cellinker:32822567], PILRA [Cellinker:32822567], SIGLEC1 [Cellinker:32822567], CD69 [Cellinker:32589946], MPIG6B [Cellinker:32822567], AGER [Cellinker:32822567], MFAP3L [Cellinker:32822567], AXL [Cellinker:32822567], SIGLEC7 [Cellinker:32822567], SIGLEC8 [Cellinker:32822567]	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]	extracellular matrix structural constituent [GO:0005201]	response to transforming growth factor beta [GO:0071559]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXRA5&keywords=MXRA5	7.958116426966292	260	4.295188446296296	1.852797948492507	183	0	0.0074850299401197605	0.004424778761061947	0.01294964028776978	0.10101010101010106	0	0	0	0	0	3.8632412594166507e-5	303	409	400	0.011446198401058793	8.736448806083014e-6	8.736448806083014e-6	0.003383837397650207	511	531	500	0	0	0	0.002200825309491059	0	0	0.001321003963011889	0.0013386880856760374	0.020242914979757085
MYL9	myosin light chain 9	No		ENSG00000101335	P24844	NA	1	ligand	intracellular, ligand, secreted	Q07108	CD69	CD69 [connectomeDB2020:28783682]	cell cortex [GO:0005938]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; stress fiber [GO:0001725]; Z disc [GO:0030018]	calcium ion binding [GO:0005509]; myosin heavy chain binding [GO:0032036]; structural constituent of muscle [GO:0008307]	platelet aggregation [GO:0070527]; regulation of muscle contraction [GO:0006937]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL9&keywords=MYL9	13.920276741573034	200	1031.1920014814814	0.013499209478180866	788	0.03937007874015748	0.6087824351297405	0.017699115044247787	0.9242206235012156	0.06060606060606059	0.040609137055837574	0.07434270172257469	0.06688417618270803	0.0399556048834628	0.016591000133529137	0.1296890090786131	184	212	95	0.1835227220071043	0.21771518357491307	0.0904034710892081	0.7066647497039511	308	325	157	0.021778584392014518	0.02338129496402877	0.024999999999999998	0.10261348005502072	0.01234567901234568	0.01036502929247409	0.023778071334214005	0.004016064257028112	0.22941970310391405
